DataID,RefID,Reviewer,Salt_Iontype_Conductivity,Measurement,Units_salt_concentration_original,SaltUnits,Minimum_concentration_original,Maximum_concentration_original,Rate of change in salt (if applicaple),Temperature,TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,Minimum_concentration_original_num,Maximum_concentration_original_num,Min_Conductivity_uScm,Max_Conductivity_uScm,Min_Concentration_ppm,Max_Concentration_ppm,Min_salinity_psu,Max_salinity_psu,Min_salinity_ppm,Max_salinity_ppm
150,9,Sally,"KCl, MgSO4, CaCl, K2HPO4, KH2PO4, NaNO3, NaSiO3, FeCl3,","KCl, MgSO4, CaCl, K2HPO4, KH2PO4, NaNO3, NaSiO3, FeCl3,",mg/ L,mg/L,0.1,10,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"20, 24, 28, 32C",0.1,10,NA,NA,0.1,10,NA,NA,NA,NA
151,9,Sally,"KCl, MgSO4, CaCl, K2HPO4, KH2PO4, NaNO3, NaSiO3, FeCl3,","KCl, MgSO4, CaCl, K2HPO4, KH2PO4, NaNO3, NaSiO3, FeCl3,",mg/ L,mg/L,0.1,10,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"20, 24, 28, 32C",0.1,10,NA,NA,0.1,10,NA,NA,NA,NA
152,10,Rich,Specific Conductance,Specific Conductance,mg/L,mg/L,856,3649,NA,16-22 C,16,22,NA,NA,NA,856,3649,NA,NA,NA,NA,NA,NA,NA,NA
153,10,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,856,3649,NA,21.6-27.6,21.6,27.6,NA,NA,NA,856,3649,856,3649,NA,NA,NA,NA,NA,NA
154,10,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,856,3649,NA,21.6-27.6,21.6,27.6,NA,NA,NA,856,3649,856,3649,NA,NA,NA,NA,NA,NA
155,10,Rich,Specific Conductance,Specific Conductance,mg/L,mg/L,856,3649,NA,21.6-27.6,21.6,27.6,NA,NA,NA,856,3649,NA,NA,NA,NA,NA,NA,NA,NA
156,10,Rich,Specific Conductance,Specific Conductance,mg/L,mg/L,856,3649,NA,22.2-24.9,22.2,24.9,NA,NA,NA,856,3649,NA,NA,NA,NA,NA,NA,NA,NA
157,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-20 C,18,20,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
158,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,30-35 C,30,35,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
159,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-22 C,18,22,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
160,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-22 C,18,22,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
161,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,30-35 C,30,35,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
162,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-20 C,18,20,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
163,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,30-35 C,30,35,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
164,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-20 C,18,20,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
165,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-22 C,18,22,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
166,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,30-35 C,30,35,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
167,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-20 C,18,20,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
168,11,Paul,calcium chloride (CaCl2.2H2O),CaCl2,m mol l-1,mmol/L,62.5,65,2.5 m mol l-1 to 65 m mol l-1 in 3 days,18-22 C,18,22,NA,NA,NA,62.5,65,NA,NA,6936.25,7213.7,NA,NA,NA,NA
169,12,Rich,salinity,Salinity,ppt,ppt,0.83,35,5 ppt per day,18,18,NA,NA,NA,NA,0.83,35,1271.3492977055644,53611.11496348766,NA,NA,0.83,35,830,35000
170,12,Rich,salinity,Salinity,ppt,ppt,0.83,35,5 ppt per day,18,18,NA,NA,NA,NA,0.83,35,1271.3492977055644,53611.11496348766,NA,NA,0.83,35,830,35000
171,12,Rich,salinity,Salinity,ppt,ppt,0.83,35,5 ppt per day,18,18,NA,NA,NA,NA,0.83,35,1271.3492977055644,53611.11496348766,NA,NA,0.83,35,830,35000
172,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
173,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
174,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
175,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
176,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
177,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
178,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
179,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
180,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
181,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
182,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
183,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
184,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
185,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
186,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
187,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
188,13,Rich,sodium chloride,NaCl,ppt,ppt,0.75,9,NA,22,22,NA,NA,NA,NA,0.75,9,NA,NA,750,9000,NA,NA,NA,NA
189,13,Rich,sodium chloride,NaCl,ppt,ppt,0.75,9,NA,22,22,NA,NA,NA,NA,0.75,9,NA,NA,750,9000,NA,NA,NA,NA
190,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
191,13,Rich,sodium chloride,NaCl,ppt,ppt,0.5,3,NA,22,22,NA,NA,NA,NA,0.5,3,NA,NA,500,3000,NA,NA,NA,NA
192,14,Abigail,Specific Conductance (Focal Salt: SO42),Specific Conductance,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,Focal Salt: SO42,NA,673,2386,673,2386,NA,NA,NA,NA,NA,NA
193,14,Abigail,Specific Conductance (Focal Salt: SO42),Specific Conductance,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,Focal Salt: SO42,NA,673,2386,673,2386,NA,NA,NA,NA,NA,NA
194,14,Abigail,Specific Conductance (Focal Salt: SO42),Specific Conductance,uS/cm,µS/cm,673,2386,NA,23.3-24.9,23.3,24.9,NA,Focal Salt: SO42,NA,673,2386,673,2386,NA,NA,NA,NA,NA,NA
195,14,Abigail,Specific Conductance (Focal Salt: SO42),Specific Conductance,uS/cm,µS/cm,673,2386,NA,23.3-24.8,23.3,24.8,NA,Focal Salt: SO42,NA,673,2386,673,2386,NA,NA,NA,NA,NA,NA
196,14,Abigail,Specific Conductance (Focal Salt: SO42),Specific Conductance,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,Focal Salt: SO42,NA,673,2386,673,2386,NA,NA,NA,NA,NA,NA
197,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,5,5,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
198,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,7.5,7.5,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
199,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,10,10,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
200,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,12.5,12.5,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
201,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,15,15,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
202,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,20,20,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
203,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,25,25,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
204,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,7.5,7.5,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
205,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,10,10,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
206,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,12.5,12.5,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
207,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,15,15,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
208,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,20,20,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
209,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,25,25,NA,NA,NA,NA,824,13188,NA,NA,824,13188,NA,NA,NA,NA
210,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,5,5,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
211,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,7.5,7.5,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
212,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,10,10,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
213,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,12.5,12.5,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
214,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,15,15,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
215,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,20,20,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
216,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,25,25,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
217,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,10,10,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
218,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,12.5,12.5,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
219,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,15,15,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
220,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,20,20,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
221,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,25,25,NA,NA,NA,NA,412,6594,NA,NA,412,6594,NA,NA,NA,NA
222,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"5, 10, 12.5, 15, 20, 20.5 C",824,13188,NA,NA,824,13188,NA,NA,NA,NA
223,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,824,13188,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"7.5, 10, 12.5, 15, 20, 20.5 C",824,13188,NA,NA,824,13188,NA,NA,NA,NA
224,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"5, 7.5, 10, 12.5, 15, 20, 20.5 C",412,6594,NA,NA,412,6594,NA,NA,NA,NA
225,15,Abigail,sodium chloride,NaCl,mg/L,mg/L,412,6594,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"10, 12.5, 15, 20, 20.5 C",412,6594,NA,NA,412,6594,NA,NA,NA,NA
226,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,16,Joshua,Specific Conductance,Specific Conductance,uS/cm,µS/cm,Not given,Not given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
235,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
236,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
237,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
238,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
239,17,Rich,Specific Conductance (Focal Salt: NaCl),Specific Conductance,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,Focal Salt: NaCl,NA,180,1400,180,1400,NA,NA,NA,NA,NA,NA
240,18,Lucy,Specific Conductance,Specific Conductance,us/cm,µS/cm,2023.1,6205,NA,18.3-19.4,18.3,19.4,NA,NA,NA,2023.1,6205,2023.1,6205,NA,NA,NA,NA,NA,NA
241,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
242,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
243,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
244,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
245,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
246,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
247,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
248,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
249,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
250,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
251,19,Lucy,Salinity,Salinity,ppt,ppt,0,12.7,NA,25.5 - 30.9,25.5,30.9,NA,NA,NA,0,12.7,0,19453.176001036947,NA,NA,0,12.7,0,12700
252,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
253,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
254,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
255,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
256,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
257,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
258,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
259,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1,100,1000,100000,NA,NA,NA,NA,NA,NA
260,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1,50,1000,50000,NA,NA,NA,NA,NA,NA
261,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
262,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
263,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
264,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
265,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
266,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1,100,1000,100000,NA,NA,NA,NA,NA,NA
267,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1,50,1000,50000,NA,NA,NA,NA,NA,NA
268,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
269,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
270,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
271,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
272,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1,50,1000,50000,NA,NA,NA,NA,NA,NA
273,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
274,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1,180,1000,180000,NA,NA,NA,NA,NA,NA
275,20,Abigail,Specific Conductance,Specific Conductance,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1,100,1000,100000,NA,NA,NA,NA,NA,NA
276,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
277,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
278,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
279,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
280,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
281,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
282,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
283,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
284,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
285,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
286,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
287,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
288,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
289,21,Abigail,Specific Conductance,Specific Conductance,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579,1,2579,NA,NA,NA,NA,NA,NA
